doc_name,section,clause_id,clause_type,clause_text,clause_clean,word_count,nlp_text,cluster
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION I – LOSS OF OR DAMAGE TO THE VEHICLE INSURED,S1-C11,general_clause,"6. In the case of repair, no depreciation shall be deducted on Non -OEM (Original Equipment Manufacturer)/ Non- OES (Original Equipment Supplier) parts that are used in repairs.",autosecureprivatecartataaig6pdf,1,case repair depreciation deducted non oem original equipment manufacturer non oes original equipment supplier part used repair,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION I – LOSS OF OR DAMAGE TO THE VEHICLE INSURED,S1-C12,exclusion,"2. The Company shall not be liable to make any payment in respect of: (a) Consequential loss, depreciation, wear and tear, mechanical or electrical breakdown, failures or b reakages; (b) Damage to tyres and tubes unless the vehicle is damaged at the same time in which case the liability of the Company shall be limited to 50% of the cost of replacement. And (c) Any accidental loss or damage suffered whilst the Insured or any person driving the vehicl e wi th the knowledge and consent of the Insured is under the influence of intoxicating liquor or drugs.",autosecureprivatecartataaig6pdf,1,liable make payment respect consequential loss depreciation wear tear mechanical electrical breakdown failure reakages damage tyre tube unless vehicle damaged time case liability limited cost replacement accidental loss damage suffered whilst person driving vehicl knowledge consent influence intoxicating liquor drug,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION I – LOSS OF OR DAMAGE TO THE VEHICLE INSURED,S1-C13,coverage,"3. In the event of the vehicle being disabled by reason of loss or damage covered under this Policy the Company will bear the reasonable cost of protection and removal to the nearest repairer and redelivery to the insured but not exceeding in all Rs. 1500/- in respect of any one accident. Auto Secure – Private Car Package Policy UIN: IRDAN108RPMT0002V02200001 Registered Office: Peninsula Business Park, Tower A, 15th Floor, G.K. Marg, Lower Parel, Mumbai – 400013 24x7 Toll Free No: 1800 266 7780 | Email: customersupport@tataaig.com | Website: www.tataaig.com IRDA of India Registration No: 108 | CIN:U85110MH2000PLC128425 | UIN: IRDAN108RPMT0002V02200001",autosecureprivatecartataaig6pdf,1,event vehicle disabled reason loss damage covered bear reasonable cost protection removal nearest repairer redelivery exceeding respect one accident auto secure private car package uin irdanrpmtv registered office peninsula business park tower floor marg lower parel mumbai toll free email customersupporttataaigcom website wwwtataaigcom irda india registration cinumhplc uin irdanrpmtv,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION I – LOSS OF OR DAMAGE TO THE VEHICLE INSURED,S1-C14,condition,"4. The insured may authorise the repair of the vehicle necessitated by damage for which the Compan y m ay be liable under this Policy provided that: (a) the estimated cost of such repair including replacements, if any, does not exceed Rs. 500/-; (b) the company is furnished forthwith with a detailed estimate of the cost of repairs; and (c) the Insured shall give the Company ever y a ssistance to see that such repair is necessary and the charges are reasonable. S UM INSURED - INSURED’S DECLARED VALUE (IDV) The Insured’s Declared Value (IDV) of the vehicle will be deemed to be the ‘SUM INSURED’ for the purpose of this Policy which is fixed at the commencement of each Period of insurance / policy year (where period of insurance exceeds one year), as the case may be, for the insured vehicle The IDV of the vehicle (and accessories if any fitted to the vehicle) is to be fixed on the basis of the manufacturer’s listed selling price of the brand and model as the vehicle insured at the commencement of insurance/renewal and adjusted for depreciation (as per scheduled below): The schedule of age-wise depreciation as shown below is applicable for the purpose of Total Loss/Constructive Total Loss (TL/CTL) claims only. THE SCHEDULE OF DEPRECIATION FOR FIXING IDV OF THE VEHICLE Age of The Vehicle % of Depreciation For Fixing IDV Not exceeding 6 months 5% Exceeding 6 months but not exceeding 1 year 15% Exceeding 1 year but not exceeding 2 years 20% Exceeding 2 years but not exceeding 3 years 30% Exceeding 3 years but not exceeding 4 years 40% Exceeding 4 years but not exceeding 5 years 50% IDV of vehicles beyond 5 years of age and of obsolete models of vehicles (i.e. models which the manufacturers have discontinued to manufacture) is to be determined on the basis of an understanding between the insurer and the insured. IDV shall be treated as the ‘Market Value’ throughout the Period of insurance / policy year (where period of insurance exceeds one year), as the case may be, without any further depreciation for the purpose of Total Loss (TL)/ Total Theft of the Insured Vehicle (TT) / Constructive Total Loss (CTL) claims. The insured vehicle shall be treated as a CTL if the aggregate cost of retrieval and/or repair of the vehicle, subject to terms and conditions of the policy, exceeds 75% of the IDV of the vehicle. Based on your privat e car's odometer reading, get advantage on premium.** For more details, please call us on our toll free number: 1800 266 7780 or contact your TATA AIG insurance advisor, relationship manager or visit your nearest TATA AIG branch. **Premium advantage will b e subject to kilometer range and eligibility criteria.",autosecureprivatecartataaig6pdf,1,may authorise repair vehicle necessitated damage compan liable estimated cost repair replacement exceed furnished forthwith detailed estimate cost repair give ever ssistance see repair necessary charge reasonable insured declared value idv insured declared value idv vehicle deemed sum purpose fixed commencement period insurance year period insurance exceeds one year case may vehicle idv vehicle accessory fitted vehicle fixed basis manufacturer listed selling price brand model vehicle commencement insurancerenewal adjusted depreciation per scheduled schedule agewise depreciation shown applicable purpose total lossconstructive total loss tlctl claim schedule depreciation fixing idv vehicle age vehicle depreciation fixing idv exceeding month exceeding month exceeding year exceeding year exceeding year exceeding year exceeding year exceeding year exceeding year exceeding year exceeding year idv vehicle beyond year age obsolete model vehicle model manufacturer discontinued manufacture determined basis understanding idv treated market value throughout period insurance year period insurance exceeds one year case may without depreciation purpose total loss total theft vehicle constructive total loss ctl claim vehicle treated ctl aggregate cost retrieval andor repair vehicle term condition exceeds idv vehicle based privat car odometer reading get advantage premium detail please call toll free number contact tata aig insurance advisor relationship manager visit nearest tata aig branch premium advantage kilometer range eligibility criterion,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION II – LIABILITY TO THIRD PARTIES,S2-C1,condition,1. Subject to the limits of liability as laid down in the Schedule hereto the Company will indemnify th e I nsured in the event of an accident caused by or arising out of the use of the vehicle against all sums which the insured shall become legally liable to pay in respect of:,autosecureprivatecartataaig6pdf,1,limit liability laid schedule hereto indemnify nsured event accident caused arising use vehicle sum become legally liable pay respect,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION II – LIABILITY TO THIRD PARTIES,S2-C2,exclusion,"(i) death of or bodily injury to any person including occupants carried in the vehicle (provided such occupants are not carried for hire or reward) b ut except so far as it is necessary to meet the requirements of Motor Vehicles Act, th e C ompany shall not be liable where such death or injury arises out of and in the course of the employment of such person by the insured.",autosecureprivatecartataaig6pdf,1,death bodily injury person occupant carried vehicle occupant carried hire reward except far necessary meet requirement motor vehicle act ompany liable death injury arises course employment person,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION II – LIABILITY TO THIRD PARTIES,S2-C3,general_clause,(ii) damage to property othe r than property belonging to the insured or held in trust or in the custody or control of the Insured.,autosecureprivatecartataaig6pdf,1,damage property othe property belonging held trust custody control,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION II – LIABILITY TO THIRD PARTIES,S2-C4,coverage,2. The Company will pay all costs and expenses incurred with its written consent.,autosecureprivatecartataaig6pdf,1,pay cost expense incurred written consent,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION II – LIABILITY TO THIRD PARTIES,S2-C5,condition,"3. In terms of and subject to the limitations of the indemnity granted by thi s section to the insured, the Company will indemnify and driver who is driving the vehicle on the insured’s order or with insured’s permission provided that such driver sha ll as though he/she was the insured observe fulfill and be subject to the Terms Exceptions and Conditions of this Policy in so far as they apply.",autosecureprivatecartataaig6pdf,1,term limitation indemnity granted thi indemnify driver driving vehicle insured order insured permission driver sha though heshe observe fulfill term exception condition far apply,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION II – LIABILITY TO THIRD PARTIES,S2-C6,condition,"4. In the event of the death of any person entitled to indemnity under this Policy the Company will in respect of the liability incurred by such person indemnify his/her personal representative in terms of and subject to the limitations of this Policy provided that such personal representative shall as though such representative was the insured observe fulfill and be subject to the Terms Exceptions and Conditions of this Policy in so far as they apply. Auto Secure – Private Car Package Policy UIN: IRDAN108RPMT0002V02200001 Registered Office: Peninsula Business Park, Tower A, 15th Floor, G.K. Marg, Lower Parel, Mumbai – 400013 24x7 Toll Free No: 1800 266 7780 | Email: customersupport@tataaig.com | Website: www.tataaig.com IRDA of India Registration No: 108 | CIN:U85110MH2000PLC128425 | UIN: IRDAN108RPMT0002V02200001",autosecureprivatecartataaig6pdf,1,event death person entitled indemnity respect liability incurred person indemnify hisher personal representative term limitation personal representative though representative observe fulfill term exception condition far apply auto secure private car package uin irdanrpmtv registered office peninsula business park tower floor marg lower parel mumbai toll free email customersupporttataaigcom website wwwtataaigcom irda india registration cinumhplc uin irdanrpmtv,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION II – LIABILITY TO THIRD PARTIES,S2-C7,general_clause,"5. The Company may at its own option (A) arrange for representation at any Inquest or Fatal Inquiry in respect of any death which may be the subject of indemnity under this Policy, and (B) undertake the defense of proceedings in any Court of Law in respect of any act or alleged offence causing or relating to any event which may be the subject of indemnity under this Policy. AVOIDANCE OF CERTAIN TERMS AND RIGHT OF RECOVERY Nothing in this Policy or any endorsement hereon shall affect the right of any person indemnified by this Policy or any other person to recover an amount under or by virtue of the provisions of the Motor Vehicles Act. But the Insured shall repay to the Company all sums paid by the Company which the Company would not have been liable to pay but for the said provisions. APPLICATION OF LIMITS OF INDEMNITY In the event of any accident involving indemnity to more than one person any limitation by the terms of this Policy and/or of any Endorsement thereon of the amount of any indemnity shall apply to the aggregate amount of indemnity to all persons indemnified and such indemnity shall apply in priority to the insure d.",autosecureprivatecartataaig6pdf,1,may option arrange representation inquest fatal inquiry respect death may indemnity undertake defense proceeding court law respect act alleged offence causing relating event may indemnity avoidance certain term right recovery nothing hereon affect right person indemnified person recover amount virtue provision motor vehicle act repay sum paid would liable pay said provision application limit indemnity event accident involving indemnity one person limitation term andor thereon amount indemnity apply aggregate amount indemnity person indemnified indemnity apply priority insure,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C1,definition,"-DRIVER The company undertakes to pay compensation as per the following scale for bodily injury/death sustained by the owner-driver of the vehicle, in direct connection with the vehicle insured or whilst driving or mounting into/ dismounting from the vehicle insured or whilst travelling in it as a co -driver, caused by violent, accidental, external and visible means which independent of any other cause shall within six calendar months of such injury result in: Nature of injury Scale of Compensation",autosecureprivatecartataaig6pdf,1,driver undertakes pay compensation per following scale bodily injurydeath sustained ownerdriver vehicle direct connection vehicle whilst driving mounting dismounting vehicle whilst travelling driver caused violent accidental external visible mean independent cause within six calendar month injury result nature injury scale compensation,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C2,general_clause,ii) Loss of two limbs or sight of two eyes or one limb and sight of one eye 100%,autosecureprivatecartataaig6pdf,1,loss two limb sight two eye one limb sight one eye,4
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C3,general_clause,iii) Loss of one limb or sight of one eye 50%,autosecureprivatecartataaig6pdf,1,iii loss one limb sight one eye,4
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C4,general_clause,iv) Permanent Total Disablement from injuries other than named above 100% Provided always that A) compensation shall be payable under only one of the items,autosecureprivatecartataaig6pdf,1,permanent total disablement injury named always compensation one item,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C5,general_clause,(iv) above in respect of the owner - driver arising out of any one occurrence and th e to tal liability of the insurer shall not in the aggregate exceed the sum of Rs.15 lakhs during any one perio d of insurance. B) No compensation shall be payable in respect of death or bodily injury directly or indirectly wholly or in part arising or resulting from or traceable to,autosecureprivatecartataaig6pdf,1,respect owner driver arising one occurrence tal liability aggregate exceed sum lakh one perio insurance compensation respect death bodily injury directly indirectly wholly part arising resulting traceable,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C6,general_clause,(1) intentional self injury suicide o r attempted suicide physical defect or infirmity or,autosecureprivatecartataaig6pdf,1,intentional self injury suicide attempted suicide physical defect infirmity,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C7,exclusion,"(2) an accident happening whilst such person is under the influence of intoxicating liquor or drugs. C) Such compensation shall be payable directly to the insured or to his/her legal representatives who se r eceipt shall be the full discharge in respect of the injury to the insured. This c over is subject to (a) the owner -driver is the registered owner of th e v ehicle inured herein; (b) the owner-driver is the insured named in this policy; (c) the owner-driver holds an effective driving license, in accordance with the provisions of Rule 3 of the Central Motor Vehicles Rules, 1989, at the time of the accident. • Nominee details are mandatory for this cover. Please provide nominee details in proposal form. GENE RAL EXCEPTIONS (Applicable to all Sections of the Policy) The Company shall not be liable under this policy in respect of",autosecureprivatecartataaig6pdf,1,accident happening whilst person influence intoxicating liquor drug compensation directly hisher legal representative eceipt full discharge respect injury owner driver registered owner ehicle inured ownerdriver named ownerdriver hold effective driving license accordance provision rule central motor vehicle rule time accident nominee detail mandatory cover please provide nominee detail proposal form gene ral exception applicable section liable respect,1
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C8,coverage,1. Any accidental loss or damage and/or liability caused sustained or incurred outside the Geographical Area.,autosecureprivatecartataaig6pdf,1,accidental loss damage andor liability caused sustained incurred outside geographical area,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C9,general_clause,2. Any claim arising out of any contractual liability;,autosecureprivatecartataaig6pdf,1,claim arising contractual liability,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C10,coverage,"3. Any accidental loss or damage and/or liability caused sustained or incurred whilst the vehicle insured herein is (a) being used otherwise than in accordanc e with the ‘Limitations as to Use’ or (b) being driven by or is for the purpose of being driven by him/her in the charge of any person other than a Driver as stated in the Driver’ s C lause. Auto Secure – Private Car Package Policy UIN: IRDAN108RPMT0002V02200001 Registered Office: Peninsula Business Park, Tower A, 15th Floor, G.K. Marg, Lower Parel, Mumbai – 400013 24x7 Toll Free No: 1800 266 7780 | Email: customersupport@tataaig.com | Website: www.tataaig.com IRDA of India Registration No: 108 | CIN:U85110MH2000PLC128425 | UIN: IRDAN108RPMT0002V02200001",autosecureprivatecartataaig6pdf,1,accidental loss damage andor liability caused sustained incurred whilst vehicle used otherwise accordanc limitation use driven purpose driven himher charge person driver stated driver lause auto secure private car package uin irdanrpmtv registered office peninsula business park tower floor marg lower parel mumbai toll free email customersupporttataaigcom website wwwtataaigcom irda india registration cinumhplc uin irdanrpmtv,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C11,coverage,4. (a) any accidental loss or damage to any property whatsoever or any loss or expense whatsoever resulting or arising there from or any consequential loss. (b) a ny liability of whatsoever nature directly or indirectly caused by or contributed to by or arising from ionising radiations or contamination by radioactivity from any nuclear fuel or from any nuclear waste from the combustion of nuclear fuel. For the purpose of this exception combustion shall include any self sustaining process of nuclear fission;,autosecureprivatecartataaig6pdf,1,accidental loss damage property whatsoever loss expense whatsoever resulting arising consequential loss liability whatsoever nature directly indirectly caused contributed arising ionising radiation contamination radioactivity nuclear fuel nuclear waste combustion nuclear fuel purpose exception combustion include self sustaining process nuclear fission,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C12,coverage,5. Any accidental loss or damage or liability directly or i ndirectly caused by or contributed to by or arising from nuclear weapons material;,autosecureprivatecartataaig6pdf,1,accidental loss damage liability directly ndirectly caused contributed arising nuclear weapon material,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C13,exclusion,"6. Any accidental loss or damage and/or liability directly or indirectly or proximately or remot ely occasioned by contributed to by or traceable to or arising out of or in connection with war, invasion, the act of foreign enemies, hostilities or warlike operations (whether before or after declaration of war) civil war, mutiny rebellion, military or usurped power or by any direct or indirect consequence of any of the said occurrences and in the event of any claim hereunder the insured shall prove that the accidental loss or damage and/or liability arose independently of and was in no way connected with or occasioned by or contributed to by or traceable to any of the said occurrences or any consequences thereof and in default of such proof, the Company shall not be liable to make any payment in respect of such a claim. DEDUCTIBLE The Company shall not be liable for each and every claim under Section - I (loss of or damage to the vehicle insured) of this Policy in respect of the deductible stated in the Schedule. GENERAL CONDITIONS This Policy and the Schedule shall be read together and any word or expression to which a specific meaning has been attached in any part of this Policy or of the Schedule shall bear the same meaning wherever it may appear. A) Conditions precedent to contract",autosecureprivatecartataaig6pdf,1,accidental loss damage andor liability directly indirectly proximately remot ely occasioned contributed traceable arising connection war invasion act foreign enemy hostility warlike operation whether declaration war civil war mutiny rebellion military usurped power direct indirect consequence said occurrence event claim hereunder prove accidental loss damage andor liability arose independently way connected occasioned contributed traceable said occurrence consequence default proof liable make payment respect claim deductible liable every claim loss damage vehicle respect deductible stated schedule general condition schedule read together word expression specific meaning attached part schedule bear meaning wherever may appear condition precedent contract,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C14,general_clause,1. Premium to be paid for the Period of Insurance before Policy commencement date as opted by insured in the proposal form.,autosecureprivatecartataaig6pdf,1,premium paid period insurance commencement date opted proposal form,3
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C15,condition,2. The due observance and fulfillment of the terms conditions and endorsements of this p olicy in so far as they relate to anything to be done or complied with by the insured and the truth of the statements and answers in the said proposal shall be condition precedent to any liability of the Company to make any payment under this policy. B) Conditions during the contract,autosecureprivatecartataaig6pdf,1,due observance fulfillment term condition endorsement olicy far relate anything done complied truth statement answer said proposal precedent liability make payment condition contract,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C16,general_clause,1. Duties and Obligations after Occurrence of an Insured Event,autosecureprivatecartataaig6pdf,1,duty obligation occurrence event,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C17,coverage,1) Notice shall be given in writing to the Company immediately upon the occurrence of any accidental loss or damage and in the event of any claim and thereafter the insured shall give all such information and assistance as the Company shall requ ire. Every letter claim writ summons and/or process or copy thereof shall be forwarded to the Company immediately on receipt by the insured.,autosecureprivatecartataaig6pdf,1,notice given writing immediately upon occurrence accidental loss damage event claim thereafter give information assistance requ ire every letter claim writ summons andor process copy forwarded immediately receipt,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C18,general_clause,2) Notice shall also be given in writing to the Company immediately the insured shall have knowledge of any impendin g p rosecution Inquest or Fatal Inquiry in respect of any occurrence which may giv e r ise to a claim under this policy.,autosecureprivatecartataaig6pdf,1,notice also given writing immediately knowledge impendin rosecution inquest fatal inquiry respect occurrence may giv ise claim,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C19,general_clause,3) In case of theft or criminal act which may be the subject of a claim under this policy the insured shall give immediate notice to the police and co-operate with the company in securing the conviction of the offender.,autosecureprivatecartataaig6pdf,1,case theft criminal act may claim give immediate notice police cooperate securing conviction offender,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C20,general_clause,4) No admission offer promise payment or indemnity shall be made or given by or o n b ehalf of the insured without the writte n c onsent of the Company which shall be entitled if it so desires to take over and conduct in the name of the insured the defence or settlement of any claim or to prosecute in the name of the insured for its own benefit any claim for indemnity or damages or otherwise and shall have full discretion in the conduct of any proceedings or in the settlement of any claim and the insured shall give all such information and assistance as the Company may require.,autosecureprivatecartataaig6pdf,1,admission offer promise payment indemnity made given ehalf without writte onsent entitled desire take conduct name defence settlement claim prosecute name benefit claim indemnity damage otherwise full discretion conduct proceeding settlement claim give information assistance may require,2
Auto_Secure_Private_Car_tata_aig_6.pdf,SECTION III - PERSONAL ACCIDENT COVER FOR OWNER,S3-C21,general_clause,5) At any time after the happening of any event giving rise to a claim under,autosecureprivatecartataaig6pdf,1,time happening event giving rise claim,2
Auto_Secure_Private_Car_tata_aig_6.pdf,Section II of this Policy the Company may pay to the Auto Secure,S4-C1,general_clause,"– Private Car Package Policy UIN: IRDAN108RPMT0002V02200001 Registered Office: Peninsula Business Park, Tower A, 15th Floor, G.K. Marg, Lower Parel, Mumbai – 400013 24x7 Toll Free No: 1800 266 7780 | Email: customersupport@tataaig.com | Website: www.tataaig.com IRDA of India Registration No: 108 | CIN:U85110MH2000PLC128425 | UIN: IRDAN108RPMT0002V02200001 insured the full amount of the Company’s liability under the Section and relinquish the conduct of any defence settlement or proceedings",autosecureprivatecartataaig6pdf,1,private car package uin irdanrpmtv registered office peninsula business park tower floor marg lower parel mumbai toll free email customersupporttataaigcom website wwwtataaigcom irda india registration cinumhplc uin irdanrpmtv full amount company liability relinquish conduct defence settlement proceeding,3
Auto_Secure_Private_Car_tata_aig_6.pdf,Section II of this Policy the Company may pay to the Auto Secure,S4-C2,condition,"6) The Company may at its own option repair reinstate or replace the vehicle insured or part thereof and/or its accessories or may pay in cash the amount of the loss or damage and the liability of the Company shall not exceed: (a) for total loss / constructive total loss of the vehicle - the Insured’s Declared Value (IDV) of the vehicle (including accessories thereon) a s specified in the Schedule less the value of the wreck. (b) for partial losses, i.e. losses other than Total Loss/Constructive Total Loss of the vehicle - actual and reasonable costs of repair and/or replacement o f parts lost/damaged subject to depreciation as per limits specified. c. T he Company shall not deduct any amount in lieu of salvage value. Salvage, if any, will be surrendered to the Company and the company shall collect the salvage from the insured.",autosecureprivatecartataaig6pdf,1,may option repair reinstate replace vehicle part andor accessory may pay cash amount loss damage liability exceed total loss constructive total loss vehicle insured declared value idv vehicle accessory thereon specified schedule less value wreck partial loss loss total lossconstructive total loss vehicle actual reasonable cost repair andor replacement part lostdamaged depreciation per limit specified deduct amount lieu salvage value salvage surrendered collect salvage,3
Auto_Secure_Private_Car_tata_aig_6.pdf,Section II of this Policy the Company may pay to the Auto Secure,S4-C3,condition,2. Reasonable Care The Insured shall take all reasonable steps to safeguard the vehicle insured from loss or damage and to maintain it in efficient condition.,autosecureprivatecartataaig6pdf,1,reasonable care take reasonable step safeguard vehicle loss damage maintain efficient,3
Auto_Secure_Private_Car_tata_aig_6.pdf,Section II of this Policy the Company may pay to the Auto Secure,S4-C4,general_clause,"3. Right to Inspect The Company shall have at all times free and full access to examine the vehicle insured or any part thereof or any driver or e mployee of the insured. In the event of any accident or breakdown, the vehicle insured shall not be left unattended without proper precautions being taken to prevent further damage or loss and if the vehicle insured be driven before the necessary repairs a re effected, any extension of the damage or any further damage to the vehicle shall be entirely at the insured’s own risk.",autosecureprivatecartataaig6pdf,1,right inspect time free full access examine vehicle part driver mployee event accident breakdown vehicle left unattended without proper precaution taken prevent damage loss vehicle driven necessary repair effected extension damage damage vehicle entirely insured risk,3
